Time,R,P
2018/6/21 9:00,566.467,3.12
2018/6/21 9:15,621.267,3.69867
2018/6/21 9:30,685.733,4.28667
2018/6/21 9:45,723.333,4.47167
2018/6/21 10:00,631.467,5.29833
2018/6/21 10:15,541.467,5.83833
2018/6/21 10:30,506.4,3.69733
2018/6/21 10:45,642.467,3.881
2018/6/21 11:00,936.133,7.291
2018/6/21 11:15,977.867,7.255
2018/6/21 11:30,999.333,7.50367
2018/6/21 11:45,1021.8,7.769
2018/6/21 12:00,1043.13,7.97867
2018/6/21 12:15,1060.33,8.13333
2018/6/21 12:30,1074.47,8.233
2018/6/21 12:45,1085.73,8.32667
2018/6/21 13:00,1092.2,8.40433
2018/6/21 13:15,1093.07,8.42533
2018/6/21 13:30,1090.53,8.43467
2018/6/21 14:30,768.75,6.0595
2018/6/21 14:45,1026.13,8.04267
2018/6/21 15:00,1001,7.84967
2018/6/21 15:15,976.133,7.50633
2018/6/21 15:30,933.733,7.38633
2018/6/21 15:45,903.667,7.06467
2018/6/21 16:00,866.667,6.743
2018/6/21 16:15,826.533,6.41733
2018/6/21 16:30,779.533,6.04767
2018/6/21 16:45,734.067,5.59067
2018/6/21 17:00,680.133,5.14
2018/6/21 17:15,631.667,4.62333
2018/6/21 17:30,578.133,4.08733
2018/6/21 17:45,520.6,3.511
2018/6/21 18:00,465.333,2.911
2018/6/21 18:15,407.2,2.26767
2018/6/21 18:30,348.867,1.68733
2018/6/21 18:45,291.533,1.11867
2018/6/21 19:00,236.067,0.658667
2018/6/21 19:15,179.4,0.347333
2018/6/21 19:30,120.6,0.224333
2018/6/21 19:45,62.0667,0.177667
2018/6/21 20:00,26,0.129333
2018/6/21 20:15,17.7333,0.080667
2018/6/22 6:30,22.9333,0.066
2018/6/22 6:45,46.7333,0.22
2018/6/22 7:00,71.0667,0.348
2018/6/22 7:15,164.867,0.878667
2018/6/22 7:30,134.133,0.777667
2018/6/22 7:45,84.7333,0.490667
2018/6/22 8:00,62.8,0.360667
2018/6/22 8:15,38.4667,0.231333
2018/6/22 8:30,52.4667,0.344
2018/6/22 8:45,48.7333,0.406
2018/6/22 9:00,84.7333,0.760333
2018/6/22 9:15,115.2,0.832333
2018/6/22 9:30,169.6,1.48733
2018/6/22 9:45,238.933,2.01833
2018/6/22 10:00,310.667,2.54067
2018/6/22 10:15,227.133,1.72233
2018/6/22 10:30,162.067,1.42833
2018/6/22 10:45,209.4,1.94967
2018/6/22 11:00,188.733,1.82033
2018/6/22 11:15,210.667,1.76267
2018/6/22 11:30,229.4,1.976
2018/6/22 11:45,275.4,2.32933
2018/6/22 12:00,324.267,2.436
2018/6/22 12:15,286.067,2.772
2018/6/22 12:30,373.867,3.262
2018/6/22 12:45,428.667,3.568
2018/6/22 13:00,520.8,4.276
2018/6/22 13:15,624.4,4.71333
2018/6/22 13:30,606.067,4.055
2018/6/22 13:45,507.6,4.67867
2018/6/22 14:00,615.2,4.746
2018/6/22 14:15,543.533,4.44233
2018/6/22 14:30,659.533,4.61067
2018/6/22 14:45,619.267,5.086
2018/6/22 15:00,395.333,2.69833
2018/6/22 15:15,325.4,2.699
2018/6/22 15:30,250.533,2.136
2018/6/22 15:45,167.133,1.482
2018/6/22 16:00,117.6,1.09567
2018/6/22 16:15,106.867,1.056
2018/6/22 16:30,95.6,1.07867
2018/6/22 16:45,136.8,1.18733
2018/6/22 17:00,149.467,1.25467
2018/6/22 17:15,188.867,1.60167
2018/6/22 17:30,197.067,1.61367
2018/6/22 17:45,304.133,2.322
2018/6/22 18:00,259.133,2.00633
2018/6/22 18:15,220.267,1.53567
2018/6/22 18:30,155.8,1.24633
2018/6/22 18:45,97.4667,0.767667
2018/6/22 19:00,64.4,0.55
2018/6/22 19:15,47.5333,0.341333
2018/6/22 19:30,20.5333,0.113
2018/6/22 19:45,10.8,0.045
2018/6/22 20:00,11.4667,0.030667
2018/6/23 6:45,26.0667,0.091333
2018/6/23 7:00,56.6667,0.333333
2018/6/23 7:15,95.8667,0.480667
2018/6/23 7:30,108.133,0.769667
2018/6/23 7:45,87.3333,0.57
2018/6/23 8:00,66.2,0.526333
2018/6/23 8:15,58.8667,0.425
2018/6/23 8:30,58.2,0.522667
2018/6/23 8:45,81.8,0.788667
2018/6/23 9:00,175.467,1.47767
2018/6/23 9:15,221.533,1.839
2018/6/23 9:30,231.733,1.917
2018/6/23 9:45,229.933,1.92767
2018/6/23 10:00,312.467,2.677
2018/6/23 10:15,398.733,2.876
2018/6/23 10:30,285.933,2.24033
2018/6/23 10:45,406.467,3.31733
2018/6/23 11:00,291.2,2.58833
2018/6/23 11:15,421.2,3.56133
2018/6/23 11:30,362.067,3.19833
2018/6/23 11:45,488.933,3.88767
2018/6/23 12:00,527.4,4.248
2018/6/23 12:15,555.267,4.185
2018/6/23 12:30,485.533,3.80067
2018/6/23 12:45,563.467,4.78833
2018/6/23 13:00,669.933,5.347
2018/6/23 13:15,667.067,4.78467
2018/6/23 13:30,587.4,4.412
2018/6/23 13:45,625.867,4.24967
2018/6/23 14:00,558.267,5.12167
2018/6/23 14:15,691.667,6.059
2018/6/23 14:30,714.133,5.80233
2018/6/23 14:45,711.667,6.77533
2018/6/23 15:00,590.8,6.72567
2018/6/23 15:15,842.8,6.139
2018/6/23 15:30,655.4,5.34533
2018/6/23 15:45,706.333,4.49033
2018/6/23 16:00,504.6,3.83767
2018/6/23 16:15,366.267,2.811
2018/6/23 16:30,678,5.90733
2018/6/23 16:45,430.867,3.59867
2018/6/23 17:00,477.2,3.80967
2018/6/23 17:15,350.867,2.268
2018/6/23 17:30,184.067,1.94067
2018/6/23 17:45,193.467,1.62267
2018/6/23 18:00,99.2667,0.838333
2018/6/23 18:15,141.267,1.17367
2018/6/23 18:30,383.533,2.268
2018/6/23 18:45,309.133,1.79967
2018/6/23 19:00,282.133,1.315
2018/6/23 19:15,168.4,0.646667
2018/6/23 19:30,64.6667,0.301667
2018/6/23 19:45,27.0667,0.154667
2018/6/23 20:00,22.2,0.096333
2018/6/23 20:15,12.8,0.033
2018/6/24 6:45,47.1333,0.261
2018/6/24 7:00,73.1333,0.489
2018/6/24 7:15,95.9333,0.652
2018/6/24 7:30,120.733,0.610333
2018/6/24 7:45,251.2,0.895667
2018/6/24 8:00,144.067,1.23167
2018/6/24 8:15,188.8,1.35967
2018/6/24 8:30,286.067,1.906
2018/6/24 8:45,330.2,2.547
2018/6/24 9:00,345.6,2.335
2018/6/24 9:15,423.933,3.41767
2018/6/24 9:30,525.133,4.34433
2018/6/24 9:45,475.267,3.921
2018/6/24 10:00,627.267,4.74633
2018/6/24 10:15,428.2,3.993
2018/6/24 10:30,469.467,3.481
2018/6/24 10:45,593.133,4.01433
2018/6/24 11:00,350.2,3.82133
2018/6/24 11:15,179.667,2.33
2018/6/24 11:30,141.933,1.56933
2018/6/24 11:45,141.333,1.53267
2018/6/24 12:00,216.933,2.39
2018/6/24 12:15,439.4,4.46667
2018/6/24 12:30,835,5.94367
2018/6/24 12:45,553.667,4.652
2018/6/24 13:00,398.933,4.23767
2018/6/24 13:15,550.2,5.15767
2018/6/24 13:30,1043.27,7.61267
2018/6/24 13:45,1160,8.73267
2018/6/24 14:00,1058,7.90667
2018/6/24 14:15,969.467,8.04733
2018/6/24 14:30,1017.8,8.30567
2018/6/24 14:45,855.6,7.19333
2018/6/24 15:00,824.867,5.777
2018/6/24 15:15,862.867,6.34467
2018/6/24 15:30,726.067,4.67933
2018/6/24 15:45,331.333,2.48433
2018/6/24 16:00,254.4,1.94533
2018/6/24 16:15,220.133,1.47933
2018/6/24 16:30,160.467,1.145
2018/6/24 16:45,109.8,0.983
2018/6/24 17:00,131.333,1.35433
2018/6/24 17:15,158.733,1.36233
2018/6/24 17:30,252.867,1.92433
2018/6/24 17:45,449.533,3.99767
2018/6/24 18:00,370.933,2.868
2018/6/24 18:15,253.667,2.29033
2018/6/24 18:30,328.067,1.87267
2018/6/24 18:45,218.4,1.28967
2018/6/24 19:00,224.333,1.005
2018/6/24 19:15,130.467,0.953333
2018/6/24 19:30,108.533,0.667667
2018/6/24 19:45,46.6667,0.197667
2018/6/24 20:00,21,0.035333
2018/6/24 20:15,18.6667,0.001333
2018/6/25 6:45,10.4667,0.009
2018/6/25 7:00,24.8,0.142
2018/6/25 7:15,37.4,0.208333
2018/6/25 7:30,24.6,0.133333
2018/6/25 7:45,33.7333,0.233333
2018/6/25 8:00,48.1333,0.347667
2018/6/25 8:15,96.5333,0.836
2018/6/25 8:30,111.733,0.935
2018/6/25 8:45,133.867,1.29567
2018/6/25 9:00,169.867,1.836
2018/6/25 9:15,260.2,2.252
2018/6/25 9:30,223.867,1.86967
2018/6/25 9:45,239.333,1.99733
2018/6/25 10:00,247.6,1.62967
2018/6/25 10:15,204.333,1.88
2018/6/25 10:30,244.067,2.55367
2018/6/25 10:45,362.4,3.46467
2018/6/25 11:00,520.667,3.8
2018/6/25 11:15,417.2,3.17933
2018/6/25 11:30,579.6,4.724
2018/6/25 11:45,530.533,4.84633
2018/6/25 12:00,477.067,3.696
2018/6/25 12:15,477.533,3.31533
2018/6/25 12:30,477.933,4.54933
2018/6/25 12:45,653.467,5.90233
2018/6/25 13:00,1180.13,8.13
2018/6/25 13:15,860.133,5.44567
2018/6/25 13:30,688.8,4.75067
2018/6/25 13:45,789.8,6.19633
2018/6/25 14:00,1041.13,8.48133
2018/6/25 14:15,1009.13,7.17233
2018/6/25 14:30,666.133,5.37567
2018/6/25 14:45,851.4,6.86933
2018/6/25 15:00,855.267,7.00833
2018/6/25 15:15,1032.2,7.08633
2018/6/25 15:30,513.467,4.63233
2018/6/25 15:45,202.067,1.853
2018/6/25 16:00,126.533,1.00533
2018/6/25 16:15,113.733,0.785
2018/6/25 16:30,565.4,3.77533
2018/6/25 16:45,768.667,5.88967
2018/6/25 17:00,484.733,4.175
2018/6/25 17:15,401.533,3.182
2018/6/25 17:30,460.667,3.85933
2018/6/25 17:45,237.533,1.86867
2018/6/25 18:00,289.2,2.517
2018/6/25 18:15,359.733,2.43533
2018/6/25 18:30,193,1.41067
2018/6/25 18:45,93,0.799667
2018/6/25 19:00,67.3333,0.484667
2018/6/25 19:15,89.4,0.646
2018/6/25 19:30,107.333,0.715667
2018/6/25 19:45,51.1333,0.35
2018/6/26 6:30,9,0.004667
2018/6/26 6:45,23.3333,0.103333
2018/6/26 7:00,46.6667,0.261
2018/6/26 7:15,89.4667,0.447333
2018/6/26 7:30,213.2,0.509333
2018/6/26 7:45,268.4,0.670333
2018/6/26 8:00,316.333,1.074
2018/6/26 8:15,377.933,1.599
2018/6/26 8:30,370.267,2.018
2018/6/26 8:45,395.467,2.75067
2018/6/26 9:00,631.133,3.308
2018/6/26 9:15,358.533,2.198
2018/6/26 9:30,280.733,3.43
2018/6/26 9:45,495.667,4.133
2018/6/26 10:00,732.6,5.52233
2018/6/26 10:30,874.467,5.69533
2018/6/26 10:45,903.8,6.69733
2018/6/26 11:00,952.867,7.009
2018/6/26 11:15,956.733,7.26767
2018/6/26 11:30,985.867,7.54433
2018/6/26 11:45,1006.93,7.846
2018/6/26 12:00,1038.93,8.12467
2018/6/26 12:15,1051.13,8.11867
2018/6/26 12:30,1054.8,8.23967
2018/6/26 12:45,1063.67,8.30067
2018/6/26 13:00,1066.6,8.321
2018/6/26 13:15,1067.2,8.33133
2018/6/26 13:30,1065.53,8.32233
2018/6/26 13:45,1060.4,8.30567
2018/6/26 14:00,1051.33,8.27467
2018/6/26 14:15,1038.93,8.18567
2018/6/26 14:30,1022.33,8.06767
2018/6/26 14:45,1001.47,7.91533
2018/6/26 15:00,978.467,7.759
2018/6/26 15:15,952.067,7.54633
2018/6/26 15:30,920.067,7.311
2018/6/26 15:45,885,6.99733
2018/6/26 16:00,846.467,6.66033
2018/6/26 16:15,806.867,6.33833
2018/6/26 16:30,763.333,5.95433
2018/6/26 16:45,718.133,5.53167
2018/6/26 17:00,669.467,5.06567
2018/6/26 17:15,617.267,4.57167
2018/6/26 17:30,564,4.04267
2018/6/26 17:45,497.867,3.478
2018/6/26 18:00,451.467,2.892
2018/6/26 18:15,394.733,2.28733
2018/6/26 18:30,336.467,1.71
2018/6/26 18:45,280.667,1.152
2018/6/26 19:00,225.133,0.698
2018/6/26 19:15,170.533,0.41
2018/6/26 19:30,115.933,0.296667
2018/6/26 19:45,64.2667,0.241
2018/6/26 20:00,30.2,0.174
2018/6/26 20:15,20.1333,0.099667
2018/6/27 6:45,54.5333,0.313
2018/6/27 7:00,88.8,0.402
2018/6/27 7:15,153.333,0.618667
2018/6/27 7:30,229.533,1.00733
2018/6/27 7:45,293.867,1.56467
2018/6/27 8:00,338.667,1.726
2018/6/27 8:15,385.8,2.03133
2018/6/27 8:30,488.2,2.95533
2018/6/27 8:45,399.933,2.59133
2018/6/27 9:00,478.133,3.37
2018/6/27 9:15,585.733,4.26967
2018/6/27 9:30,451.4,3.432
2018/6/27 9:45,434.133,3.94167
2018/6/27 10:00,330.067,2.84567
2018/6/27 10:15,293.667,2.223
2018/6/27 10:30,245.733,2.07367
2018/6/27 10:45,260.667,2.461
2018/6/27 11:00,314.267,2.98133
2018/6/27 11:15,389.467,3.76733
2018/6/27 11:30,436.533,4.332
2018/6/27 11:45,396.067,3.652
2018/6/27 12:00,382,3.09167
2018/6/27 12:15,326.8,2.78533
2018/6/27 12:30,356.733,2.777
2018/6/27 12:45,450.8,3.444
2018/6/27 13:30,1057.33,8.20533
2018/6/27 13:45,1043.87,8.06
2018/6/27 14:00,1036.07,8.02433
2018/6/27 14:15,1023.93,7.997
2018/6/27 14:30,1012.87,7.94067
2018/6/27 14:45,991.6,7.817
2018/6/27 15:00,967.533,7.62133
2018/6/27 15:15,939.933,7.39967
2018/6/27 15:30,908.933,7.17067
2018/6/27 15:45,873.8,6.83867
2018/6/27 16:00,857.2,6.51533
2018/6/27 16:15,846,6.25367
2018/6/27 16:30,727.267,5.42333
2018/6/27 16:45,710.133,5.43267
2018/6/27 17:00,512.8,4.135
2018/6/27 17:15,615.467,4.51733
2018/6/27 17:30,557.933,3.962
2018/6/27 17:45,505.933,3.42333
2018/6/27 18:00,454.467,2.84933
2018/6/27 18:15,397,2.27
2018/6/27 18:30,340.333,1.692
2018/6/27 18:45,281.2,1.08367
2018/6/27 19:00,210.733,0.728333
2018/6/27 19:15,207.533,0.623667
2018/6/27 19:30,179,0.778
2018/6/27 19:45,46.3333,0.238333
2018/6/27 20:00,32.4667,0.140333
2018/6/27 20:15,27.3333,0.1
2018/6/28 6:45,35.4,0.249
2018/6/28 7:00,49.4667,0.315
2018/6/28 7:15,47.2667,0.285333
2018/6/28 7:30,58.3333,0.414
2018/6/28 7:45,67.8,0.522667
2018/6/28 8:00,116.333,0.884333
2018/6/28 8:15,128.933,0.943
2018/6/28 8:30,126.267,0.918667
2018/6/28 8:45,138.8,1.112
2018/6/28 9:00,282.267,2.33767
2018/6/28 9:15,528.533,3.51967
2018/6/28 9:30,626.333,5.05067
2018/6/28 9:45,646.333,4.73067
2018/6/28 10:00,582.067,3.643
2018/6/28 10:15,480.2,3.495
2018/6/28 10:30,538.533,4.42467
2018/6/28 10:45,480,4.13967
2018/6/28 11:00,502.6,4.06
2018/6/28 11:15,524.8,4.113
2018/6/28 11:30,768.933,5.378
2018/6/28 11:45,834.8,6.00767
2018/6/28 12:00,901,5.72033
2018/6/28 13:00,873.867,6.48033
2018/6/28 13:15,792.067,8.92833
2018/6/28 13:30,1061.2,8.38167
2018/6/28 13:45,1066.4,8.14533
2018/6/28 14:00,1023.73,7.97267
2018/6/28 14:15,1014.53,7.88467
2018/6/28 14:30,1005.6,7.873
2018/6/28 14:45,981.733,7.751
2018/6/28 15:00,961.6,7.56033
2018/6/28 15:15,935.067,7.35
2018/6/28 15:30,902.467,7.134
2018/6/28 15:45,874.933,6.898
2018/6/28 16:00,842.467,6.62767
2018/6/28 16:15,795.4,6.06767
2018/6/28 16:30,722.867,5.221
2018/6/28 16:45,714,5.066
2018/6/28 17:00,295,2.487
2018/6/28 17:15,457.8,3.58
2018/6/28 17:30,375.933,2.69033
2018/6/28 17:45,296.4,2.11167
2018/6/28 18:00,186.267,1.49667
2018/6/28 18:15,159.867,1.30233
2018/6/28 18:30,151.067,1.18767
2018/6/28 18:45,123.4,1.05433
2018/6/28 19:00,70.4667,0.67
2018/6/28 19:15,38.0667,0.353667
2018/6/28 19:30,29.6,0.266333
2018/6/28 19:45,27.3333,0.241667
2018/6/28 20:00,21.2667,0.165667
2018/6/28 20:15,9.53333,0.047667
2018/6/29 6:45,33.6,0.171667
2018/6/29 7:00,56.4,0.393
2018/6/29 7:15,94.3333,0.618333
2018/6/29 7:30,111.4,0.77
2018/6/29 7:45,129.4,0.968
2018/6/29 8:00,241.067,1.353
2018/6/29 8:15,306.933,1.72533
2018/6/29 8:30,326.667,1.90733
2018/6/29 8:45,406.533,2.444
2018/6/29 9:00,514.733,3.29633
2018/6/29 9:15,577.4,3.62667
2018/6/29 9:30,675.2,4.46833
2018/6/29 9:45,739,4.269
2018/6/29 10:00,725.867,5.11067
2018/6/29 10:15,728.533,5.48067
2018/6/29 10:30,805.067,5.87167
2018/6/29 10:45,859.933,6.246
2018/6/29 11:00,958.2,6.48533
2018/6/29 11:15,1029.2,7.104
2018/6/29 11:30,680.6,6.326
2018/6/29 11:45,867.933,5.71933
2018/6/29 12:00,982,7.19333
2018/6/29 12:15,1029.33,7.40633
2018/6/29 12:30,912.933,7.959
2018/6/29 12:45,1046.07,7.45133
2018/6/29 13:00,798.467,5.46033
2018/6/29 13:15,676.467,8.602
2018/6/29 13:30,736.4,5.16833
2018/6/29 13:45,403.467,4.55067
2018/6/29 14:00,150.2,1.46567
2018/6/29 14:15,290.667,2.377
2018/6/29 14:30,544.8,4.58567
2018/6/29 14:45,220.533,1.90667
2018/6/29 15:00,134.733,0.623667
2018/6/29 15:15,81.4667,0.253667
2018/6/29 15:30,183.933,1.24133
2018/6/29 16:00,964.867,7.14633
2018/6/29 16:15,845.733,6.49533
2018/6/29 16:30,571.333,3.287
2018/6/29 16:45,293.333,4.31967
2018/6/29 17:00,29.5333,0.334667
2018/6/29 17:15,20.0667,0.066667
2018/6/29 17:30,18.6667,0.006667
2018/6/29 18:15,29.2667,0.079
2018/6/29 18:30,51.8,0.224333
2018/6/29 18:45,67.2,0.379667
2018/6/29 19:00,68.1333,0.473
2018/6/29 19:15,60,0.315
2018/6/29 19:30,19.9333,0.053333
2018/6/29 19:45,9.8,0.000667
2018/6/29 20:00,18.5333,0.042667
2018/6/30 6:45,21.6,0.104667
2018/6/30 7:00,36.0667,0.203667
2018/6/30 7:15,63,0.363333
2018/6/30 7:30,89.9333,0.671
2018/6/30 7:45,141.2,1.10533
2018/6/30 8:00,209.733,1.42433
2018/6/30 8:15,276,1.66433
2018/6/30 8:30,267.533,1.72067
2018/6/30 8:45,282.2,2.484
2018/6/30 9:00,443.067,2.74067
2018/6/30 9:15,637.6,4.21833
2018/6/30 9:30,629.133,4.56133
2018/6/30 9:45,552.067,4.19967
2018/6/30 10:00,770.733,5.24567
2018/6/30 10:15,541.733,5.95567
2018/6/30 10:30,867.4,6.24367
2018/6/30 10:45,808.267,5.003
2018/6/30 11:00,482.2,3.14267
2018/6/30 11:15,479.4,3.47733
2018/6/30 11:30,510.267,4.35433
2018/6/30 11:45,605.533,4.97567
2018/6/30 12:00,612.667,3.89133
2018/6/30 12:15,403.533,3.59167
2018/6/30 12:30,412.933,4.092
2018/6/30 12:45,508.933,3.753
2018/6/30 13:00,210.067,1.485
2018/6/30 13:15,209.533,2.22733
2018/6/30 13:30,156,0.986667
2018/6/30 13:45,74.6667,0.944667
2018/6/30 14:00,167.133,2.46467
2018/6/30 14:15,230.2,2.89833
2018/6/30 14:30,151,2.14233
2018/6/30 14:45,98.9333,1.54
2018/6/30 15:00,130.4,1.729
2018/6/30 15:15,284.267,3.20067
2018/6/30 15:30,309.933,2.852
2018/6/30 15:45,365,3.06167
2018/6/30 16:00,767.8,6.21067
2018/6/30 16:15,560,4.77
2018/6/30 16:30,577.8,4.79167
2018/6/30 16:45,474.867,3.94833
2018/6/30 17:00,397.8,3.25133
2018/6/30 17:15,383.533,3.32867
2018/6/30 17:30,284,2.42533
2018/6/30 17:45,252.867,2.18233
2018/6/30 18:00,242.933,2.05133
2018/6/30 18:15,212.4,1.76533
2018/6/30 18:30,169.4,1.43267
2018/6/30 18:45,183.2,1.49733
2018/6/30 19:00,159.4,1.126
2018/6/30 19:15,103,0.68
2018/6/30 19:30,73.5333,0.472667
2018/6/30 19:45,53.6,0.326667
2018/6/30 20:00,34.5333,0.176667
2018/7/1 6:45,15.4667,0.017667
2018/7/1 7:00,27.6667,0.135333
2018/7/1 7:15,37.0667,0.213333
2018/7/1 7:30,43.8,0.267
2018/7/1 7:45,77.6667,0.627
2018/7/1 8:00,103.133,0.795333
2018/7/1 8:15,101.667,0.707333
2018/7/1 8:30,115.333,0.875333
2018/7/1 8:45,87.4667,0.667667
2018/7/1 9:00,77.8667,0.58
2018/7/1 9:15,88.3333,0.671
2018/7/1 9:30,118.667,0.951
2018/7/1 9:45,157.533,1.30867
2018/7/1 10:00,304.2,2.82633
2018/7/1 10:15,318.667,2.88333
2018/7/1 10:30,213.867,2.638
2018/7/1 10:45,193.533,2.30633
2018/7/1 11:00,187.2,1.33667
2018/7/1 11:15,132.8,0.751667
2018/7/1 11:30,125,0.965
2018/7/1 11:45,117.133,0.977333
2018/7/1 12:00,134.067,1.108
2018/7/1 12:15,137.733,1.38633
2018/7/1 12:30,197.933,1.692
2018/7/1 12:45,217.533,1.91933
2018/7/1 13:00,259.733,2.24133
2018/7/1 13:15,369.933,3.38967
2018/7/1 13:30,368.133,3.337
2018/7/1 13:45,403,3.73367
2018/7/1 14:00,379.267,3.25133
2018/7/1 14:15,311.533,2.812
2018/7/1 14:30,291.8,2.648
2018/7/1 14:45,371.6,3.27
2018/7/1 15:00,423,4.22233
2018/7/1 15:15,645,4.39467
2018/7/1 15:30,518.533,3.26933
2018/7/1 15:45,379.6,3.419
2018/7/1 16:00,219.4,2.12167
2018/7/1 16:15,242.6,1.923
2018/7/1 16:30,264.933,2.28567
2018/7/1 16:45,144.067,1.33933
2018/7/1 17:00,25.9333,0.268333
2018/7/1 17:15,27.6667,0.325
2018/7/1 17:30,53.4,0.696667
2018/7/1 17:45,91.1333,0.707
2018/7/1 18:00,128.6,0.894
2018/7/1 18:15,104.267,0.719
2018/7/1 18:30,105.867,0.754333
2018/7/1 18:45,76.4,0.62
2018/7/1 19:00,41.4667,0.266
2018/7/2 7:00,14.3333,0.039
2018/7/2 7:15,12.5333,0.028333
2018/7/2 7:30,28.8,0.175333
2018/7/2 7:45,58.2,0.497333
2018/7/2 8:00,84.6667,0.762667
2018/7/2 8:15,76.4,0.666
2018/7/2 8:30,83.8667,0.71
2018/7/2 8:45,124.667,1.12567
2018/7/2 9:00,187.133,1.598
2018/7/2 9:15,155.933,1.37333
2018/7/2 9:30,191.467,1.595
2018/7/2 9:45,205.933,1.60033
2018/7/2 10:00,171,1.59
2018/7/2 10:15,206.733,1.80733
2018/7/2 10:30,201,1.73267
2018/7/2 10:45,235.4,2.15867
2018/7/2 11:00,359.533,2.85533
2018/7/2 11:15,473.067,3.55533
2018/7/2 11:30,578.133,4.26767
2018/7/2 11:45,582.533,4.692
2018/7/2 12:00,466.2,3.69033
2018/7/2 12:15,650.467,4.65167
2018/7/2 12:30,654.067,5.56667
2018/7/2 12:45,455.867,4.394
2018/7/2 13:00,434.4,4.283
2018/7/2 13:15,363.333,4.37667
2018/7/2 13:30,396.6,5.14733
2018/7/2 13:45,593.8,4.77667
2018/7/2 14:00,753.8,6.394
2018/7/2 14:15,689.133,5.569
2018/7/2 14:30,712.933,6.06867
2018/7/2 14:45,472.067,4.26167
2018/7/2 15:00,696.2,6.28933
2018/7/2 15:15,874.333,6.181
2018/7/2 15:30,603.133,4.845
2018/7/2 15:45,593.667,5.15733
2018/7/2 16:00,805.867,6.603
2018/7/2 16:15,783.067,5.81533
2018/7/2 16:30,517.333,3.61867
2018/7/2 16:45,489.933,3.64533
2018/7/2 17:00,480.933,3.91067
2018/7/2 17:15,407.333,2.96733
2018/7/2 17:30,434.533,3.28567
2018/7/2 17:45,447.8,3.26667
2018/7/2 18:00,420.6,2.61567
2018/7/2 18:15,254.733,1.937
2018/7/2 18:30,190.133,1.513
2018/7/2 18:45,137.933,1.09767
2018/7/2 19:00,99.9333,0.814333
2018/7/2 19:15,79.6667,0.604333
2018/7/2 19:30,47.2667,0.402333
2018/7/2 19:45,32.7333,0.224333
2018/7/2 20:00,9.4,0.029
2018/7/3 7:30,26.5333,0.141667
2018/7/3 7:45,31.9333,0.186667
2018/7/3 8:00,17.9333,0.087333
2018/7/3 8:15,28.4,0.184333
2018/7/3 8:30,18.7333,0.093667
2018/7/3 8:45,48.4,0.373667
2018/7/3 9:00,90.6667,0.822
2018/7/3 9:15,98.1333,0.791333
2018/7/3 9:30,89.0667,0.786333
2018/7/3 9:45,140.267,1.26833
2018/7/3 10:00,212.867,1.94267
2018/7/3 10:15,265.667,2.22767
2018/7/3 10:30,288.667,2.26033
2018/7/3 10:45,257.2,2.16367
2018/7/3 11:00,240.867,1.901
2018/7/3 11:15,312.133,2.473
2018/7/3 11:30,268.933,2.225
2018/7/3 11:45,214.467,1.871
2018/7/3 12:00,146.867,1.29267
2018/7/3 12:15,151.6,1.43733
2018/7/3 12:30,177.333,1.66067
2018/7/3 12:45,216.667,2.00767
2018/7/3 13:00,252.6,2.30667
2018/7/3 13:15,261.8,2.21867
2018/7/3 13:30,250.933,2.058
2018/7/3 13:45,231.533,1.927
2018/7/3 14:00,218,2.04433
2018/7/3 14:15,298.933,2.59233
2018/7/3 14:30,296.667,2.636
2018/7/3 14:45,262.867,2.284
2018/7/3 15:00,208.733,1.884
2018/7/3 15:15,203.467,1.71867
2018/7/3 15:30,202,1.68967
2018/7/3 15:45,187.533,1.49333
2018/7/3 16:00,212.667,1.65067
2018/7/3 16:15,221.067,1.64667
2018/7/3 16:30,187.467,1.64767
2018/7/3 16:45,150.867,1.289
2018/7/3 17:00,173.067,1.482
2018/7/3 17:15,166.333,1.45767
2018/7/3 17:30,132.467,1.07967
2018/7/3 17:45,110.467,1.03467
2018/7/3 18:00,125.733,0.809333
2018/7/3 18:15,122.667,0.848667
2018/7/3 18:30,95.6,0.785667
2018/7/3 18:45,51.6,0.441333
2018/7/3 19:00,44.8,0.278667
2018/7/3 19:15,26.4667,0.168
2018/7/3 19:30,9.6,0.007333
2018/7/3 20:15,9.6,0.015667
2018/7/4 7:15,159.867,0.192
2018/7/4 8:45,495.267,2.46433
2018/7/4 9:00,560.4,3.10367
2018/7/4 9:15,564.067,3.704
2018/7/4 9:30,686.467,4.34933
2018/7/4 9:45,695.267,4.61833
2018/7/4 10:00,461.733,4.14867
2018/7/4 11:00,954.333,7.32767
2018/7/4 11:15,980.4,8.057
2018/7/4 11:30,1011.27,7.85267
2018/7/4 11:45,979.467,7.756
2018/7/4 12:00,1018.27,8.01367
2018/7/4 12:30,514.867,3.37467
2018/7/4 12:45,419.733,3.64433
2018/7/4 13:00,669.467,7.59633
2018/7/4 13:15,701.467,8.08367
2018/7/4 13:30,774.467,8.89867
2018/7/4 13:45,947.8,8.885
2018/7/4 14:00,1109.67,8.85767
2018/7/4 14:15,1135.2,8.68767
2018/7/4 14:30,726.933,5.35667
2018/7/4 14:45,586.933,4.88667
2018/7/4 15:00,905.267,7.05567
2018/7/4 15:15,989.6,7.31167
2018/7/4 15:30,658.4,5.12333
2018/7/4 15:45,743.8,5.952
2018/7/4 16:00,832.467,6.20467
2018/7/4 16:15,840.333,6.56233
2018/7/4 16:30,781.333,6.241
